Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed,fasta_path
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,daptomycin,,0.5,,0.5,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.93, CI[0.87, 0.99]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,oxacillin,,0.5,,0.5,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.86, CI[0.77, 0.95]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,vancomycin,,1.0,,1.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 1.00, CI[1.00, 1.00]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,ciprofloxacin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,clindamycin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,daptomycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.30, CI[-0.26, 0.85]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,erythromycin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 0.99]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,fusidic acid,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.98]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,cefoxitin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.99]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,gentamicin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.99, 1.00]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,methicillin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,oxacillin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.91, CI[0.87, 0.96]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,penicillin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.91, 0.98]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,tetracycline,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
1156998,1156998.3,Staphylococcus aureus HIF003_B2N-C,trimethoprim/sulfamethoxazole,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.89, 0.98]",Computational Method,,,C:\Users\HP\OneDrive - Higher Education Commission\Desktop\FYP1\fasta_output\taxon_1156998_Staphylococcus_aureus\1156998.3.fasta
